event_date,year,event_type,sub_event_type,actor1,actor2,interaction,admin1,admin2,location,latitude,longitude,fatalities,civilian_targeting,notes,month
2021-09-18,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Awaran,Jhal Jao,26.3031,65.5812,3,,"On 18 September 2021, Baloch separatists fired at an military check post in Nondarah area of Jhal Jao city (Awaran district, Balochistan). Unspecified number of soldiers were claimed to be killed in the incident (coded as 3).",2021-09
2021-09-18,2021,Explosions/Remote violence,Grenade,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,2,,"On 18 September 2021, BLF militants lobbed a grenade at the check post of the military at Turbat city (Kech district, Balochistan). Two soldiers were killed in the attack.",2021-09
2021-09-16,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,2,,"On 16 September 2021, Baloch separatists fired at an army convoy at Turbat city (Kech district, Balochistan). Two soldiers were killed and three others were injured in the incident.",2021-09
2021-09-14,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Gomazi,26.4629,62.5968,0,,"On 14 September 2021, Baloch separatists fired at an army post in Gomazi town (Kech district, Balochistan). Casualties unknown.",2021-09
2021-09-09,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Buleda,26.3091,63.1537,2,,"On 9 September 2021, Baloch separatists (assumed) fired at an FC personnel convoy at Buleda city (now in Turbat district) coded as Buleda town (Kech district, Balochistan). Two FC personnel were killed and another one was left injured in the attack.",2021-09
2021-09-09,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,2,,"On 9 September 2021, two FC personnel were killed and one injured after militants (suspected Baloch separatist) fired on their convoy in Buleda area in Turbat town (Kech, Balochistan).",2021-09
2021-09-08,2021,Battles,Armed clash,BLA: Baloch Liberation Army,Militia (Pro-Government),Rebel group-Political militia,Balochistan,Kharan,Kharan,28.5833,65.4167,1,,"On 8 September 2021, BLA militants fired at pro-government militia operative at Kharan city (Balochistan). He was killed in the attack.",2021-09
2021-08-26,2021,Violence against civilians,Abduction/forced disappearance,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Ziarat,Mangi Dam,30.3792,67.4381,0,Civilian targeting,"On 26 August 2021, Baloch separatists (assumed) abducted four labourers working at Mangi Dam (Ziarat district, Balochistan).",2021-08
2021-08-26,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,Police Forces of Pakistan (2018-2022) Balochistan Levies,State forces-Rebel group,Balochistan,Ziarat,Mangi Dam,30.3792,67.4381,3,,"On 26 August 2021, a land mine explosion was conducted by BLA militants targeting Levies forces near Mangi Dam (Ziarat, Balochistan). Three Levies soldiers were killed and many were left injured in the explosion. However Baloch sources claimed that at least six Levies personnel were killed in the explosion.",2021-08
2021-08-26,2021,Battles,Armed clash,BRAS: Baloch Raaji Ajoi e Sangar,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Panjgur,Panjgur,26.9817,64.1166,7,,"On 26 August 2021, BRAS militants attacked military forces of Pakistan at Kilkor area in Panjgur district (Balochistan). Seven soldiers were killed in the attack.",2021-08
2021-08-24,2021,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Mastung,Marwar,30.057,67.427,4,Civilian targeting,"On 24 August 2021, four coal miners were killed by the militants (suspected Baloch Separatists) in Marwar coalfield (Mastung, Balochistan).",2021-08
2021-08-22,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Washuk,Besima,27.9203,65.8768,9,,"On 22 August 2021, BLF militants fired at a military convoy and conducted an IED explosion targeting another military vehicle (that arrived at the scene to rescue the first military convoy) at Besima tehsil area (Washuk district, Balochistan). Nine military personnel were claimed to be killed in the attack while two others were left injured.",2021-08
2021-08-20,2021,Explosions/Remote violence,Suicide bomb,BLA: Baloch Liberation Army,Civilians (China),Rebel group-Civilians,Balochistan,Gwadar,Gwadar,25.1216,62.3254,3,Civilian targeting,"On 20 August 2021, a suicide bomber detonated his explosives near a vehicle carrying Chinese workers in Gwadar city (Gwadar, Balochistan), killing two Pakistani children playing by the roadside and injuring a Chinese and two other Pakistani nationals. BLA claimed responsibility for the attack. Fatalities coded as 3 including the suicide bomber.",2021-08
2021-08-19,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Awaran,Jhal Jao,26.3031,65.5812,5,,"On 19 August 2021, Baloch separatists fired at Pakistan army during an attack at Jahoo town (Awaran district, Balochistan). Five soldiers were killed and several others claimed to be left injured in the attack.",2021-08
2021-08-15,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Hoshab,26.0159,63.8883,2,,"On 15 August 2021, Baloch separatists fired at FC personnel on the CPEC route in Hoshab town (Kech district, Balochistan). Two personnel were killed.",2021-08
2021-08-14,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Loralai,Loralai,30.3705,68.5979,4,,"On 14 August 2021, Baloch separatists (suspected) exchanged fire with FC personnel at Shahrig area in Loralai district (Balochistan). Three militants and one soldier were killed while three other soldiers were left injured in the incident.",2021-08
2021-08-14,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Las Bela,Hub,25.0434,66.8187,0,,"On 14 August 2021, Baloch separatists fired at a military check post at Hub town (Las Bela district, Balochistan). Unspecified number of casualties were claimed in the incident.",2021-08
2021-08-13,2021,Battles,Armed clash,BLA: Baloch Liberation Army,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kohlu,Kohlu,29.9053,69.0885,0,,"On 13 August 2021, BLA militants attacked with light and heavy weapons at an FC cantonment in Soren Kahur Rao Baghi area in Kohlu district (Balochistan). Unspecified number of casualties were inflicted in the incident.",2021-08
2021-08-13,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Awaran,Awaran,26.4567,65.2314,3,,"On 13 August 2021, BLF militants fired with heavy weapons at military forces of Pakistan at Kanichi area of Kolwah in Awaran district (Balochistan). An unspecified number of soldiers were claimed to be killed and injured in the attack coded as three.",2021-08
2021-08-13,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,4,,"On 13 August 2021, BLF militants conducted an IED explosion targeting Pakistan soldiers at Dasht area in Quetta district (Balochistan). Four soldiers were claimed to be killed in the attack.",2021-08
2021-08-13,2021,Explosions/Remote violence,Grenade,BLF: Baloch Liberation Front,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 13 August 2021, BLF militants lobbed a grenade at an FC soldier at Turbat city in Turbat district coded at Turbat city (Kech district, Balochistan). He was left injured in the attack.",2021-08
2021-08-13,2021,Explosions/Remote violence,Grenade,BLF: Baloch Liberation Front,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Panjgur,Panjgur,26.9817,64.1166,0,,"On 13 August 2021, BLF militants lobbed a grenade at an FC soldier at a check-post in Panjgur-Rukshan bridge in Panjgur district coded at Panjgur city (Balochistan). He was left injured in the attack.",2021-08
2021-08-12,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kohlu,Kohlu,29.9053,69.0885,0,,"On 12 August 2021, militants (suspected Baloch Separatists), attacked FC personnel in Soren Kahur Rao Baghi area in Kohlu district (coded as hq Kohlu) (Balochistan).",2021-08
2021-08-12,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Dandar,26.1872,64.4817,0,,"On 12 August 2021, BLF militants fired with heavy weapons at military forces of Pakistan at Dandar city in Turbat district coded at Dandar city (Kech district, Balochistan). An unspecified number of casualties were claimed to be inflicted in the attack.",2021-08
2021-08-12,2021,Explosions/Remote violence,Grenade,UBA: United Baloch Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Quetta,Quetta,30.1999,67.0097,0,Civilian targeting,"On 12 August 2021, UBA militants hurled a hand grenade at a tailor shop selling Pakistani flags in Shaheed chowk in Saryab, Quetta city (Balochistan), injuring two people.",2021-08
2021-08-12,2021,Battles,Armed clash,BRA: Baloch Republican Army,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,1,,"On 12 August 2021, BRA militants fired at a Pakistan military check-post built to guard a CPEC route at Kolwah area in Kech district [coded to Turbat] (Balochistan). One soldier was killed in the attack.",2021-08
2021-08-12,2021,Battles,Armed clash,UBA: United Baloch Army,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 12 August 2021, UBA militants fired at a Pakistan military personal at Goarkp area in Kech district [coded to Turbat] (Balochistan). No casualties were inflicted in the attack.",2021-08
2021-08-10,2021,Explosions/Remote violence,Grenade,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Quetta,Quetta,30.1999,67.0097,1,Civilian targeting,"On 10 August 2021, militants (suspected Baloch Separatists) hurled a grenade at a push cart selling national flags at Sirki road and at a shop selling national flags at the Eastern Bypass area in Quetta city (Quetta, Balochistan). One person was killed and four injured in the twin attacks.",2021-08
2021-08-09,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Awaran,Jhal Jao,26.3031,65.5812,0,,"On 9 August 2021, Baloch separatists fired at a military post in Jahoo town (Awaran district, Balochistan). Casualties unknown.",2021-08
2021-08-08,2021,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Quetta,Quetta,30.1999,67.0097,0,Civilian targeting,"On 8 August 2021, a grenade hurled near a vendor selling national flags injured seven people on Saryab road in Quetta city (Quetta, Balochistan). It is suspected that Baloch Separatists are behind the attack.",2021-08
2021-08-08,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,Police Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,2,,"On 8 August 2021, an explosion conducted by BLA militants targeting a police van took place at Quetta city (Balochistan). Two policeman were killed another twelve policemen and nine civilians were left injured in the explosion.",2021-08
2021-08-06,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Panjgur,Goran,26.5476,63.9037,3,,"On 6 August 2021, Baloch separatists fired at a military check post in Goran town (Panjgur district, Balochistan). An unspecified number of soldiers were claimed to be killed or injured (coded as 3).",2021-08
2021-08-02,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Awaran,Jhal Jao,26.3031,65.5812,1,,"On 2 August 2021, Baloch separatists conducted a landmine explosion targeting a military convoy at Jhal Jao town (Awaran district, Balochistan). One soldier was killed and three others were injured.",2021-08
2021-08-01,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Awaran,Awaran,26.4567,65.2314,0,,"On 1 August 2021, Baloch separatists attacked a Pakistan military post at Zrankoli Kaur (river) in Awaran district (Balochistan). Casualties unknown.",2021-08
2021-07-28,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2018-2022) Balochistan Levies,State forces-Rebel group,Balochistan,Khuzdar,Khuzdar,27.7383,66.6433,1,,"On 28 July 2021, militants (suspected Baloch Separatists) killed a levies personnel in Khuzdar city (Khuzdar, Balochistan).",2021-07
2021-07-28,2021,Battles,Armed clash,UBA: United Baloch Army,Militia (Pro-Government),Rebel group-Political militia,Balochistan,Kech,Turbat,26.0001,63.0527,2,,"On 28 July 2021, UBA militants fired at a former Baloch separatist and an alleged death squad (coded as pro-government militia) member in Turbat city (Kech district, Balochistan). One pro-state militia member and a civilian were killed in the incident.",2021-07
2021-07-25,2021,Explosions/Remote violence,Remote explosive/landmine/IED,UBA: United Baloch Army,,Rebel group only,Balochistan,Kalat,Johan,29.3289,66.9716,0,,"On 25 July 2021, United Baloch Army (UBA) militants bombed a cellular tower and damaged the machinery in Johan town (Kalat, Balochistan). No causalities and fatalities occurred.",2021-07
2021-07-24,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Tump,26.099,62.364,1,,"On 24 July 2021, BLF militants fired at a Pakistan soldier at Tump tehsil (Kech district, Balochistan). One Pakistan soldier was killed in the incident.",2021-07
2021-07-23,2021,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 23 July 2021, BLF militants fired rockets at Pakistan army post in Sari Bazaar area of Gomazi area in Kech district [coded to Turbat] (Balochistan). BLF claimed heavy casualties in the incident.",2021-07
2021-07-16,2021,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 16 July 2021, BLF militants fired rockets at Pakistan army post in Cheyri Bazaar area of Gomazi area in Kech district [coded to Turbat] (Balochistan). BLF claimed an unspecified number of casualties in the incident.",2021-07
2021-07-15,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Gwadar,Pasni,25.2837,63.3639,2,,"On 15 July 2021, BLF militants conducted an IED explosion targeting Pakistan military at Pasni town (Gwadar district, Balochistan). Two military personnel were killed in the attack. However BLF claimed five killed and three others injured.",2021-07
2021-07-12,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Mand,26.1135,62.0274,3,,"On 12 July 2021, BLF militants fired at military personnel securing workers erecting a fence at Pakistan-Iran border in Chokkap area in Mand tehsil (Kech district, Balochistan). BLF claimed three personnel were killed in the attack.",2021-07
2021-07-11,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Gwadar,Sardasht,25.4958,63.0175,5,,"On 11 July 2021, BLF militants conducted an IED explosion targeting a military vehicle at Sardasht town (Gwadar district, Balochistan). Five soldiers were killed and three others were left injured in the explosion.",2021-07
2021-07-11,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Tump,26.099,62.364,1,,"On 11 July 2021, BLF militants fire at an army soldier at a checkpost in Apni-Kahn area in Tump tehsil (Kech district, Balochistan). One soldier was killed in the incident.",2021-07
2021-07-10,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Mand,26.1135,62.0274,5,,"On 10 July 2021, BLF militants fired at military personnel and workers of a company erecting a fence at Pakistan-Iran border in Chokkap area in Mand tehsil (Kech district, Balochistan). BLF claimed five personnel were killed and two were injured in the attack.",2021-07
2021-07-08,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Zamuran,26.4211,62.8977,0,,"On 8 July 2021, BLF militants fired with heavy weapons at a military post in Zamri-Kaur area of Zamuran town (Kech district, Balochistan). BLF claimed to have inflicted heavy casualties in the incident.",2021-07
2021-07-07,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Nushki,Ahmad Wal,29.3912,65.9398,0,Civilian targeting,"On 7 July 2021, in an IED attack two people were injured near the Reko Dam area in Ahmad Wal town (Nushki, Balochistan). It is suspected that Baloch Separatists are behind the attack.",2021-07
2021-07-05,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Awaran,Awaran,26.4567,65.2314,0,,"On 5 July 2021, BLF militants fired with small weapons and rockets at a Pakistan military construction company and workers during their work on the CPEC route and in Teertej and Jikk areas in Awaran district (Balochistan). An unspecified number of casualties were claimed to be inflicted in the incident.",2021-07
2021-07-05,2021,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kharan,Kharan,28.5833,65.4167,0,,"On 5 July 2021, BLA militants attacked a base with military intelligence operatives at Kharan city (Balochistan). An unspecified number of military personnel were left injured in the attack.",2021-07
2021-07-02,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Police Forces of Pakistan (2018-2022) Balochistan Levies,State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 2 July 2021, BLF militants targeted a construction site upon which Levies personnel fired at them in Turbat city (Kech district, Balochistan). BLF claimed an unspecified number of casualties were inflicted in the incident.",2021-07
2021-07-01,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,0,,"On 1 July 2021, BLA militants conducted an IED explosion targeting FC personnel near the airport at Quetta city (Balochistan). Six FC personnel were left injured in the explosion. However BLA claimed that four soldiers were killed and six others were left injured in the attack. Fatalities coded as 0.",2021-07
2021-06-29,2021,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,3,,"On 29 June 2021, BLF militants fired with heavy weapons at Pakistan army convoy at Marahistan area in Kech district (coded as Turbat, Balochistan). Three soldiers were killed and several others were left injured in the attack.",2021-06
2021-06-29,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Mand,26.1135,62.0274,0,,"On 29 June 2021, BLF militants attacked the military defending the border fencing at Mand tehsil (Kech district, Balochistan). BLF claimed heavy casualties were inflicted in the attack.",2021-06
2021-06-27,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Shapok,26.0382,63.3722,1,,"On 27 June 2021, in an IED attack by BLF militants Frontier Corps soldiers were targeted on M-8 near Shapok area in Kech district (Balochistan). Two FC soldiers were killed and two others were left injured, however some other sources reported only one killed.",2021-06
2021-06-27,2021,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Awaran,Jhal Jao,26.3031,65.5812,3,,"On 27 June 2021, BLF militants fired rockets at Pakistan military personnel in Methago area of Jhal Jao tehsil coded at Jahoo city (Awaran district, Balochistan). BLF claimed several soldiers were killed and injured in the attack. Unspecified fatalities coded as three.",2021-06
2021-06-26,2021,Violence against civilians,Abduction/forced disappearance,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Mastung,Marwar,30.057,67.427,0,Civilian targeting,"On 26 June 2021, BLA militants abducted six Punjabi and Baloch laborers who were engaged in erecting a cellular tower in Marwar area (Mastung district, Balochistan). Three were later released while three still remain in captivity.",2021-06
2021-06-26,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Mand,26.1135,62.0274,3,,"On 26 June 2021, BLF militants exchanged fire with FC personnel while they were engaged in fencing of the Pakistan-Iran border at Mand area (Kech district, Balochistan). Three FC personnel were killed in the incident.",2021-06
2021-06-25,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Sibi,Sangaan,29.8849,67.6474,5,,"On 25 June 2021, Baloch separatists (assumed) attacked and exchanged fire with FC personnel at Sangaan tehsil (Sibi district, Balochistan). Five FC personnel were killed in the attack.",2021-06
2021-06-24,2021,Explosions/Remote violence,Grenade,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,1,,"On 24 June 2021, BLF militants lobbed a grenade at Pakistan military forces at their checkpoint near a hotel in Turbat town (Kech district, Balochistan). One soldier was killed and two others were left injured as claimed by BLF.",2021-06
2021-06-23,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Khuddan,25.7092,62.5411,1,,"On 23 June 2021, BLF militants fired at a Pakistan military personnel at Mazan Band area in Dasht town (Kech district, Balochistan). One soldier was killed in the incident.",2021-06
2021-06-22,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Gomazi,26.4629,62.5968,1,,"On 22 June 2021, BLF militants fired at a Pakistan military personnel at a check-post in Ban-Peer Kandag area between, Apsi-Kahn and Gomazi area (Kech, Balochistan). One soldier was killed in the incident.",2021-06
2021-06-22,2021,Explosions/Remote violence,Shelling/artillery/missile attack,BLA: Baloch Liberation Army,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kohlu,Kohlu,29.9053,69.0885,0,,"On 22 June 2021, BLA militants fired rockets at military forces of Pakistan and the security staff of a gas exploration company in Mari Tal (Madi Tal) site in Koh-e-Jundran area in Kohlu district (Balochistan). BLA claimed an unspecified number of casualties were inflicted in the attack.",2021-06
2021-06-20,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),,Rebel group only,Balochistan,Quetta,Quetta,30.1999,67.0097,0,,"On 20 June 2021, a bomb exploded in Goli Mar Chowk in Quetta city (Quetta, Balochistan). No causality was reported. It is suspected that Baloch Separatist are behind the attack.",2021-06
2021-06-20,2021,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,0,,"On 20 June 2021, Baloch separatists (assumed) lobbed a grenade at an FC personnel convoy at Quetta city (Balochistan). One passer by civilian was left injured in the explosion.",2021-06
2021-06-17,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,1,,"On 17 June 2021, BLF militants opened fire and lobbed a grenade on military forces at a security post near an airport close to Turbat town (Kech, Balochistan). One soldier was killed in the attack and one other was injured.",2021-06
2021-06-16,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Quetta,Quetta,30.1999,67.0097,0,Civilian targeting,"On 16 June 2021, in an IED explosion close to a seminary (Madrasaa) near Satellite town neighborhood of Quetta city (Quetta, Balochistan), one person was injured. It is suspected that Baloch Separatists are behind the attack.",2021-06
2021-06-16,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Sohbatpur,Sohbatpur,28.5187,68.5407,0,Civilian targeting,"On 16 June 2021, in a land mine explosion, three people were injured in Sohbatpur district (Sohbatpur, Balochistan). It is suspected that Baloch Separatist are behind the attack.",2021-06
2021-06-13,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,4,,"On 13 June 2021, BLA militants conducted an IED explosion targeting a FC forces convoy at Margat Zari Wadh area in Quetta district (Balochistan). At least four FC personnel were killed and two others were injured in the explosion.",2021-06
2021-06-11,2021,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Awaran,Jhal Jao,26.3031,65.5812,2,,"On 11 June 2021, BLF militants fired rockets at Pakistan military personnel at in Baragen Gazzi area of Jhal Jao tehsil coded at Jahoo city (Awaran district, Balochistan). BLF claimed two soldiers were killed and four others were left injured in the attack.",2021-06
2021-06-11,2021,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Mand,26.1135,62.0274,0,,"On 11 June 2021, BLF militants fired rockets at a Pakistan military check post in Rodsar area in Mand tehsil coded at Mand city (Kech district, Balochistan). BLF claimed heavy casualties were inflicted in the incident.",2021-06
2021-06-08,2021,Explosions/Remote violence,Grenade,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 8 June 2021, BLF militants lobbed a grenade at Sangani-Sar area in Turbat city (Kech district, Balochistan). BLF claimed heavy casualties in the incident.",2021-06
2021-06-08,2021,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kachhi,Dhadar,29.4891,67.6523,2,,"On 8 June 2021, militants of BLA attacked the Army camp in Nal Gasi Daf area, Karakdan in Bolan (Kachhi) district (Balochistan) [hq Dhadar coded]. Two security personnel were killed and two others were injured.",2021-06
2021-06-07,2021,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Dandar,26.1872,64.4817,2,,"On 7 June 2021, BLF militants fired rockets at a military outpost in Dandar town (Kech district, Balochistan). Two Pakistan soldiers were killed and several others were left injured in the attack.",2021-06
2021-06-05,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Mand,26.1135,62.0274,1,,"On 5 June 2021, BLF militants fired at Pakistan military personnel at Dukoop area in Mand tehsil (Kech district, Balochistan). One soldier was killed and another was left injured in the incident.",2021-06
2021-05-31,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,9,,"On 31 May 2021, militants (suspected Baloch groups) targeted an FC post near Pir Ismail Ziarat in Quetta city (Quetta, Balochistan). After an exchange of fire five militants were killed and eight injured and four FC soldiers were killed and six injured.",2021-05
